review_id,user_id,business_id,stars,useful,funny,cool,date
4_QMqTHoyXCH5Nw-f8oE2g,QT52c5JMHyETH3DGYFoT9Q,_b5UJlGcBdEdoWBi2ZE5pA,1,8,0,1,10/09/2014 05:10
4CqzVpRO7WZohik0KzuRrQ,u2EW_5Obufd12PKwjnyLUA,_b5UJlGcBdEdoWBi2ZE5pA,5,1,0,1,11/02/2017 21:06
ddaXb9K3PVEb50oD2KlWLA,udErYzvVCtWvSuEMDdyC9A,_b5UJlGcBdEdoWBi2ZE5pA,1,10,0,1,14/09/2014 16:31
A-964C83R63XQitGdkxs6Q,XYSgcMqBr7yX9QIyOYW6TA,_b5UJlGcBdEdoWBi2ZE5pA,1,1,0,0,10/08/2015 20:31
zcROnww6RdRWnvuplKwd9g,XYSgcMqBr7yX9QIyOYW6TA,_b5UJlGcBdEdoWBi2ZE5pA,1,8,1,0,14/06/2016 00:19
SW7CK0CAOBSr3Nz00K4-Lw,aeuo-PdHqd4IQSoH-Kueyg,0a2fKfP6_PIx0djDrcln6w,5,0,0,1,22/02/2017 23:04
2tUZpVDo_xHaQJ33LUf_DQ,bDmgUoxWVM4IcXAYlkhoLQ,0a2fKfP6_PIx0djDrcln6w,3,0,0,0,24/11/2016 04:08
REDO9KjzrmXFTE1abbBXHA,sh1scfnOktdjXA0xIJqLxg,0a2fKfP6_PIx0djDrcln6w,5,0,0,0,07/11/2017 22:09
ciLHENVDF0F36_992cHg-g,x70F1a2DiysbXXHbIXqPkQ,0a2fKfP6_PIx0djDrcln6w,1,2,0,0,27/05/2014 20:02
fBVRjzbSMnvcVYqtS4_5kA,1Iw0-Cy6NdhuCU6Pcohbsw,1-mycIcKFGbvqLE60XrwnQ,2,2,0,0,22/03/2016 00:49
JShImXnbSdCiRAFO9XCsmw,2BZKas9NucYcI9i6-In4ag,1-mycIcKFGbvqLE60XrwnQ,4,0,0,0,07/11/2015 18:34
zpndZ6_lZK8A-jJaEJDxCw,3TIyZmuR_mn7bnIfGO5GIg,1-mycIcKFGbvqLE60XrwnQ,1,1,0,0,16/11/2016 01:10
R3zdc-NaJF9n3W6gDJutZA,5P_eJ6fHecXKvrZphXsIpQ,1-mycIcKFGbvqLE60XrwnQ,3,1,0,0,20/10/2014 00:25
noRCan_WpzZzDyMipApz8g,71XStF5U0kmJw2Iym9fclQ,1-mycIcKFGbvqLE60XrwnQ,3,0,0,0,13/11/2012 17:18
ipR-a5uPQg1i2aXelspiGg,7-oJ3ue75ZnMW5cPjoKraQ,1-mycIcKFGbvqLE60XrwnQ,2,0,0,0,21/05/2018 04:12
owUdQ6fJVq_yc-4v6IIBrQ,9FknGjHHH6dzxggVw9QabQ,1-mycIcKFGbvqLE60XrwnQ,3,2,1,1,05/10/2011 01:20
rUI39RHhckyaTsW3v1UvIA,9QFgn3oe_HqX0ewc1bpA1Q,1-mycIcKFGbvqLE60XrwnQ,3,1,0,0,09/01/2018 22:05
syg2oREa1YOLfdna41orTw,EiaOBgJUIQVj55320YV9LQ,1-mycIcKFGbvqLE60XrwnQ,2,1,0,0,06/09/2015 20:35
j_TLyaH998ya1xgK9mp07w,fiRqLObSCFyCaTY-W-emJg,1-mycIcKFGbvqLE60XrwnQ,4,0,0,0,11/02/2018 07:53
hKB_FfAPXBRT3g_-fwPVjw,Fraxp2IxIZJbct75AnqEbg,1-mycIcKFGbvqLE60XrwnQ,3,2,1,1,26/02/2016 22:18
0sdc48rH1CajFeVxPPBhyQ,FSDj4JOrZxd5Z-ax15Klgg,1-mycIcKFGbvqLE60XrwnQ,3,1,1,1,11/04/2013 15:53
mkTjdilzhJa_kmvnoXuNJA,gXyTC12Gdilw_uVW9HVv2A,1-mycIcKFGbvqLE60XrwnQ,1,2,2,3,13/07/2017 00:59
hHzkUXZ0gKOilrJGlr8WXQ,I-gdYVpmc0kM64lcjUGHDA,1-mycIcKFGbvqLE60XrwnQ,1,1,0,0,12/07/2017 20:35
0vbNlcV2cGYgchNqZLDEOw,IKAM1U8unA0JGHO2zerOFA,1-mycIcKFGbvqLE60XrwnQ,3,0,0,0,29/06/2018 03:58
JSCOoq2zd9o-qWp25y2KoQ,JNOl_LHoMwL9MQYWdbhQUQ,1-mycIcKFGbvqLE60XrwnQ,1,1,0,0,24/04/2017 01:52
RUEdFkMWTUOCl4arMVn2tA,KC4LnyHv0QyWscXwxBu2iw,1-mycIcKFGbvqLE60XrwnQ,1,1,0,0,04/09/2013 21:01
9dnSJs1gthVatY0ZldiOfw,l7sZTLRUBK0k3xjRTj1CSA,1-mycIcKFGbvqLE60XrwnQ,3,1,0,0,13/03/2016 20:55
Q1nGH7eK9IZS069TlM00Eg,mIvVp-DziTCKmFGOdwW0Sw,1-mycIcKFGbvqLE60XrwnQ,1,0,0,0,04/07/2014 00:17
t3TG32FSX2CPtIQJFUgHtQ,m-p-7WuB85UjsLDaxJXCXA,1-mycIcKFGbvqLE60XrwnQ,4,0,0,0,05/09/2015 00:35
BqlVjiiCn6D_4s-6DV3PJw,OprmJUpsotQFR3yS3aI-Kg,1-mycIcKFGbvqLE60XrwnQ,5,0,0,0,28/06/2014 18:28
uF3Ti75WWStBPdPtXLawtg,P9uyTSBl6_H_2gpyb9uqhQ,1-mycIcKFGbvqLE60XrwnQ,2,2,0,0,12/02/2016 01:51
ZwxRfuhS9beKg1K7Ewlspw,PBu9TyL2s0-B7wuaCb81rw,1-mycIcKFGbvqLE60XrwnQ,1,1,0,0,09/08/2015 19:24
BM-WYme0Q7HA1VY3sKwWKw,q6XnQNNOEgvZaeizUgHTSw,1-mycIcKFGbvqLE60XrwnQ,3,0,0,0,29/12/2014 07:12
GHWsVGf4b-EAeYMQPdAkLQ,QfCfgc5PyNVwd_DgPzmeuA,1-mycIcKFGbvqLE60XrwnQ,3,1,0,0,18/11/2011 22:30
rKnixrASem_GLZcW79BMQA,qGCzHGMRFAwO9f_9-oYh8Q,1-mycIcKFGbvqLE60XrwnQ,1,0,0,0,14/08/2017 23:27
5SJw4-kwCBV-m45IDfDB_A,QoIPLmExtq1oi4HO0v1LiA,1-mycIcKFGbvqLE60XrwnQ,3,0,0,0,23/05/2018 00:22
2IALwTqf1seWKtEfoA9KIw,r8n6XIU1_-v1LDYZNPVf-w,1-mycIcKFGbvqLE60XrwnQ,2,0,0,0,02/11/2013 13:47
ImAnCO3PJXW9fhh7yEazrw,TcByPmEbsEQYJYT7IBKXdg,1-mycIcKFGbvqLE60XrwnQ,3,0,0,0,05/02/2014 19:00
ISPTqjfbJGyH_oA8mJdXSw,TRWlGahb_-VJ9v9fWJgvVA,1-mycIcKFGbvqLE60XrwnQ,4,1,0,0,17/04/2016 16:24
0LPF-cmXZdI32s2zjT6vSw,uEgYr-Umi76NKTrMeDQq1Q,1-mycIcKFGbvqLE60XrwnQ,2,0,0,1,04/03/2011 00:19
wB1ZoMfq9BTOMDbdEc5xYg,wWMUhdKigq4eRIjhXi8IDQ,1-mycIcKFGbvqLE60XrwnQ,4,0,0,0,10/08/2014 05:38
KL2RSN5mtyKDhIncDwEE7g,xf6F4b3reqVB3UZ-_V9UhA,1-mycIcKFGbvqLE60XrwnQ,1,0,0,0,18/04/2018 20:02
XBIaliidrA54gp3QfquGSA,Xwnf20FKuikiHcSpcEbpKQ,1-mycIcKFGbvqLE60XrwnQ,3,0,0,0,25/12/2014 19:03
bvexV1h1IOZogQRLURtc9Q,XXVEuojRkBY-ffo97XSy8Q,1-mycIcKFGbvqLE60XrwnQ,4,1,0,1,06/08/2018 16:55
CzWOuvmX7MrtAqNjbtLAQQ,yFOhA0a7toBwUffjC68FrA,1-mycIcKFGbvqLE60XrwnQ,3,0,0,0,11/02/2014 20:45
z9DTO5aUU6ryoWu-8_n6Zg,zHi7Nw7XjKpNvd9TdB6hiA,1-mycIcKFGbvqLE60XrwnQ,3,0,0,0,03/04/2012 20:59
5JRel9BwEC5G7mH8eW__kQ,zmVAlVvvl_zNQp0IqtxvFg,1-mycIcKFGbvqLE60XrwnQ,1,0,0,0,21/03/2016 04:29
UmaZc_VimOU7NMkeT4303Q,1iR5aFln3pSLswM5voiVqA,2MJd97hSFiaBGs_pWkjM3g,5,0,0,0,04/06/2018 23:20
CoZEMfi-2y63AvuVvXba8g,JcEDMWUGrDTkOdl3u-BaWA,2MJd97hSFiaBGs_pWkjM3g,5,0,0,0,09/02/2017 21:39
7tDrVNbvfvNhzE0y4mvT3w,To64NG53nM1j9bH1InnVaw,2MJd97hSFiaBGs_pWkjM3g,5,3,0,0,19/06/2012 23:32
QwiGMvA5PV3XiC0HvMW3pA,TOp8rFH4RFi--gORQsCA-w,2MJd97hSFiaBGs_pWkjM3g,5,0,0,0,03/07/2016 17:41
uir43D3bY1tcfnYN0ffnuQ,uINrcJY8mqukKVpRnV6M-Q,2MJd97hSFiaBGs_pWkjM3g,2,0,1,0,07/05/2015 01:14
IzR6B5mrfmnPGCGqfR3LMQ,_4nl1_JNiWj8PU2auSOrqA,3saG51hM2M14G5f-QwhGhg,5,0,0,0,27/05/2016 20:18
G9NRShAzGtm_fuw0lJjDkA,_5c4SlvfXoRo2UfWe1HBHQ,3saG51hM2M14G5f-QwhGhg,5,0,0,0,21/10/2015 03:11
58V0tXbxjOBV_pzfwkrUkw,_CDP0zqXE3iqMYGitD_NjA,3saG51hM2M14G5f-QwhGhg,5,4,1,0,22/09/2013 03:19
x_DCF44oOJGIJYv_XU3A6Q,_pgRSpBxMaE11FCDHbpzSw,3saG51hM2M14G5f-QwhGhg,5,2,1,3,30/03/2016 19:50
8q9Mc1Y41CevVmpo2u0lbA,0BvQRSWe7VMdiK0vReCPZg,3saG51hM2M14G5f-QwhGhg,5,0,0,0,06/03/2018 04:44
68ZSKpRRnjCPZENKzJqYTQ,0qlnVHj9IGV2h5eg3G6wxQ,3saG51hM2M14G5f-QwhGhg,3,1,0,0,29/05/2014 13:00
-3bHU8Pd37fZDzk7fq5Frg,0qYCPTAS11kPqhJoyF39AA,3saG51hM2M14G5f-QwhGhg,5,0,0,0,05/01/2017 02:23
Zd86acnLfZpu_KP_QFnbDA,0wHC4AZTnsN-y1QxY22EEg,3saG51hM2M14G5f-QwhGhg,5,3,0,2,13/05/2017 19:15
6tsZRpmsMG3TcsZP-0X7GQ,0ZF7y9JBs-o_B2-GFqM60A,3saG51hM2M14G5f-QwhGhg,1,0,0,0,15/05/2016 01:18
NjJ6dntF8vZKMg4P4Fd9-g,1_4dTHzw7Z7DTCo5LClFVQ,3saG51hM2M14G5f-QwhGhg,5,4,0,0,18/03/2015 22:00
dWocQLtBtPu7cTpGvhgdFA,1BQzJpBkp683R7Ws0ibGqg,3saG51hM2M14G5f-QwhGhg,4,0,0,0,27/11/2016 20:39
pCP_EqF_XJO_e13Ai4ma5g,1bSMX-RZE1eNn0labpDrTg,3saG51hM2M14G5f-QwhGhg,4,0,0,0,13/03/2016 06:24
MzpQ8jyvHVo5_cIWEicpMA,1CqkFliipv_X15WYn5aPfg,3saG51hM2M14G5f-QwhGhg,5,0,0,0,09/07/2015 21:14
9bD1gShoZ9rffUxuQd190A,1ghFOCMBpo2bGaWu_c1tcg,3saG51hM2M14G5f-QwhGhg,5,0,0,0,05/04/2014 02:07
WbTw_kBTrS0b5nsGI_HJHA,1Gr7EyWvr5G1wsus8AeoKg,3saG51hM2M14G5f-QwhGhg,5,2,2,2,26/01/2014 22:55
3rU188hotv-PUVRb2TKLLw,1lsmiUvcjZcClYCRS1Q-Ag,3saG51hM2M14G5f-QwhGhg,4,0,0,0,25/02/2018 15:27
bL9ORCVSuowSt0cuymjmPw,1sGYXSkJHPhJ6wQtc-RbZw,3saG51hM2M14G5f-QwhGhg,4,7,6,7,29/07/2017 11:41
psPm5NhnulKnVfDdM_QiGg,1Z8g8lyU6ILsItOKJmJmxQ,3saG51hM2M14G5f-QwhGhg,3,0,1,0,14/09/2015 04:59
8_KGYRDF1z8NJCtR8wJgtA,2bALcacAPNRJ3LNYHtVvNg,3saG51hM2M14G5f-QwhGhg,4,0,0,0,08/01/2016 06:09
NW9hFfdZBOYk7OnIZYLUQA,2LgOVcBCAq7IHylPuwmsqw,3saG51hM2M14G5f-QwhGhg,5,0,0,0,02/01/2014 02:50
EvPcgPCuCJQOwQLQHOks1w,2o5pIGQSyckwkcMu4AwK3w,3saG51hM2M14G5f-QwhGhg,4,0,0,0,14/03/2014 16:51
yE1blx4fMluflP3p4EByjA,2uTAjudjRUgW09J9I1k8LQ,3saG51hM2M14G5f-QwhGhg,4,0,0,0,22/10/2015 09:00
9fBtiguqv3Vd6myZGaC6sg,2vKBn-jGKx3yHIPbqoqZdA,3saG51hM2M14G5f-QwhGhg,4,1,0,0,09/03/2016 23:21
kFqRrPBYrTN3dOAO9gm4Sg,2vKBn-jGKx3yHIPbqoqZdA,3saG51hM2M14G5f-QwhGhg,3,0,0,0,29/07/2016 18:27
NFk8-aR9Lq_f_ZKVmZo4jA,2wV65FHN9mBSu_xR_KxyZg,3saG51hM2M14G5f-QwhGhg,5,3,1,4,24/02/2015 22:24
exW9KLsM4P0kW7tInGK4Fg,30tftyYlP2Z4pIxYJywQhw,3saG51hM2M14G5f-QwhGhg,2,0,1,0,16/08/2016 22:22
fOR3OymWWo7err5_PTqcAg,33WUm12KVTTsEcTc2xFKgA,3saG51hM2M14G5f-QwhGhg,2,1,0,0,22/11/2015 04:57
QVRfPZ-tYg0BsSw86MhrBA,3HYKsOE6zcHNFN1nAYBPxw,3saG51hM2M14G5f-QwhGhg,4,0,1,0,12/03/2016 22:32
EaGZnL3dhgFnaN8nz2VOPg,3ynisyfh0prvI04P1_iIXw,3saG51hM2M14G5f-QwhGhg,5,0,0,1,30/03/2016 23:53
tv5OJK7CEvY2YCVy3X9UXg,4crHa3uv8aRHo8rsB2JUAw,3saG51hM2M14G5f-QwhGhg,5,0,0,0,12/07/2014 23:40
88exEo-_-UAnvsmgkrPlGg,4R1-h7Q5gFQwhOO6IzKLsQ,3saG51hM2M14G5f-QwhGhg,3,0,0,0,25/12/2016 18:20
C8lEdM1CsjVCmfHkmoQz_A,4rYwdfELqwdUSLSIqTm-jw,3saG51hM2M14G5f-QwhGhg,4,1,0,0,10/08/2015 18:12
EAhpBaZ4SqfaNX9LFeaq0g,59p_5YHMIgaEZS61NduZwQ,3saG51hM2M14G5f-QwhGhg,5,0,1,1,27/06/2015 13:12
U9VYHphR_FI0gWWRF9v5qA,5aPp3PnDs50CfWMapd7yEg,3saG51hM2M14G5f-QwhGhg,4,2,2,3,04/01/2016 19:33
5-6dRKgMU35Ql7F5HIzYog,6AcigPwVG21cPebp_-Rv6w,3saG51hM2M14G5f-QwhGhg,2,2,0,0,16/04/2018 21:36
DtsA-xVZnDeFA3VHjmWb4w,6GT6kAIyCT9MA7y1ZN_PUw,3saG51hM2M14G5f-QwhGhg,5,1,0,0,12/10/2017 23:04
ygu69aLkXqvvZkx_Y2SzWA,6jz_Yr6_AP2WWLbj9gGDpA,3saG51hM2M14G5f-QwhGhg,2,6,4,4,08/12/2016 05:57
DSsR8SEFg3CTg-03tOgILA,-6s5WT2JkFHVvEaTqyQohA,3saG51hM2M14G5f-QwhGhg,4,0,0,0,12/07/2016 06:54
dNX6upI8nnUcatJ1-UAOCw,6wQ-jgk9nPlt-_5iSHWKew,3saG51hM2M14G5f-QwhGhg,5,2,1,1,28/08/2013 19:24
bbp2fCTD4O7kOuzf8CBO7Q,76llBlk3UugxfuAJwU5l-A,3saG51hM2M14G5f-QwhGhg,5,1,1,1,09/12/2014 01:12
AnYhCfDDwIY3GMkJhXUu_w,79uZuMy5tJ-zWprKDV46XA,3saG51hM2M14G5f-QwhGhg,5,0,0,1,28/10/2013 04:44
HS6L1RDypMI-t_tA0_UdZg,7R4-EP60yoJsD0cFsVb9rA,3saG51hM2M14G5f-QwhGhg,4,0,0,0,19/05/2016 16:48
VReBzBTd1txb7O3hfQehVQ,8gfLGbW3HuQ4UAFTUOhA0w,3saG51hM2M14G5f-QwhGhg,2,0,1,0,17/05/2018 19:49
hyCAZKQqynScOXDLDAxb2w,8JFUQo_hE2_L5rjz3evaIw,3saG51hM2M14G5f-QwhGhg,5,0,0,0,28/11/2015 14:57
k-t_LEroOXxzrZF2Xe8pbQ,94HchNwPr69BdrF0On9uKQ,3saG51hM2M14G5f-QwhGhg,5,2,1,1,12/10/2013 21:15
3hYXZxkM8c_os20_5VI_6Q,9cFmaILZkdpzhJMM4psojA,3saG51hM2M14G5f-QwhGhg,1,3,0,1,15/02/2016 17:52
HBMXMh4PrwfVGpm8_P8vqA,9E35LB29RXJixo0563Iwew,3saG51hM2M14G5f-QwhGhg,4,10,6,13,27/03/2016 16:16
KvIhu164CzrEIjx8r1M30w,9ITxP_TfDAiS1DFiYXgMog,3saG51hM2M14G5f-QwhGhg,2,0,0,0,08/06/2017 20:49
uc7fJu-eKooMB2sIcTycFA,-9NktfC1gzMoWHlnW6dacw,3saG51hM2M14G5f-QwhGhg,5,0,0,0,16/07/2016 19:42
vcHjKg28cRWTFwDeRxZlew,9O1cTap-XLI5nO-JHj6TxQ,3saG51hM2M14G5f-QwhGhg,5,1,0,1,04/11/2014 17:48
g54fhaE34NyKaQ-HgODbQw,abDVSuOm3n3UrH-jtV3oNA,3saG51hM2M14G5f-QwhGhg,5,1,0,0,17/06/2017 22:22
2_semyfAl07W1AkkoEwC3g,AD5ehG7BTjw0wJOADmmxPQ,3saG51hM2M14G5f-QwhGhg,3,0,0,0,22/06/2017 04:32
AAzrgK0iriN4B-gDxwKo7Q,AiXrGyvVvLZIxdtCpZ1fYA,3saG51hM2M14G5f-QwhGhg,1,0,0,0,09/01/2016 07:23
lsQVfNGY8juVUwTjqQFouw,aKE_9UZKXXHJv8vzHU2j4w,3saG51hM2M14G5f-QwhGhg,3,0,0,0,28/06/2014 06:01
PaeXcUqJmDqLs5S8XqyBSw,asCP6a41cHqS8AcIvUhIpg,3saG51hM2M14G5f-QwhGhg,1,1,0,0,14/11/2016 19:55
Kl9fcXeC6Al8EkeJMNgVbQ,bAhga42kzGU7x67Y5qS8rA,3saG51hM2M14G5f-QwhGhg,4,3,4,3,10/07/2015 20:00
rmttfyvMZMimIQB9YjhLaA,BEgwL_ce-Hs7AIHq2ljk3A,3saG51hM2M14G5f-QwhGhg,5,0,0,1,03/04/2015 18:54
00LuOk6wtGknhpdqri6VHw,Bel6oFa6GzjOSOpn3De_wQ,3saG51hM2M14G5f-QwhGhg,5,0,0,0,25/08/2015 07:47
4My64Xq1_Lck-717apD20Q,bhWmsFBPk3bPeMCzucWmUg,3saG51hM2M14G5f-QwhGhg,5,0,0,0,25/02/2014 02:56
4vIqjbAGc7BCJ_7f5PBcYA,bK2s6N5-bkfksDK4va2Aag,3saG51hM2M14G5f-QwhGhg,5,1,0,0,22/07/2016 23:03
UIITM-M-Ps4iZRvgdKwkmA,BLO5KF7AS7SF7mf8nVE8JQ,3saG51hM2M14G5f-QwhGhg,5,1,0,0,18/03/2015 22:52
2PiOFDNWH5VC4G37YSa1kw,bN_kNQbmMxvyg4wqyJFNbg,3saG51hM2M14G5f-QwhGhg,5,0,0,0,27/11/2015 23:06
myUBv1w4S_b9NnHe_AUGRQ,BN7DoqupJfT6b1wr51o7QQ,3saG51hM2M14G5f-QwhGhg,2,0,0,0,13/08/2017 22:28
N7mH6bP9qdgjfadE-qxq-A,bOsE3oqfD0TSiiJSUXF02A,3saG51hM2M14G5f-QwhGhg,4,1,0,1,09/01/2016 05:12
Ss7zeNXve6hkbMgZy5ODIQ,BqE21d_vGACZFU2U8dCRSw,3saG51hM2M14G5f-QwhGhg,4,5,1,3,12/08/2014 22:07
COXphDa6qLkxyGwQCwB6lw,BQgCBGafrvW1ph9jDjMPqA,3saG51hM2M14G5f-QwhGhg,5,0,0,0,07/11/2015 20:58
TJagLZq9tx97F7tsx1Bu2w,bSxUikjnxp9iAspSNQU6sw,3saG51hM2M14G5f-QwhGhg,4,1,0,0,30/07/2013 05:20
xOrzUztLtZVcJKjq7ZxP0g,btoTPFbd_J_nQtSqsTKNew,3saG51hM2M14G5f-QwhGhg,5,0,0,1,01/06/2017 07:40
gL9NvcyjzlWHsYeeCrtHFw,bxBR0vakC_OAU-5rCYCDsw,3saG51hM2M14G5f-QwhGhg,4,0,0,0,30/08/2014 15:24
pKeQoVzxrx_-xWfyxD2eqw,caISW0EE__j68wTRwH9-Ow,3saG51hM2M14G5f-QwhGhg,5,0,0,0,28/09/2015 03:07
WM5Tm6icGQdvzzbjMatRNA,cbbZdsfhr6xmWSPOm2CiQw,3saG51hM2M14G5f-QwhGhg,4,0,0,0,18/11/2015 03:49
144kmLhvRz6g8DpoZVORGQ,cf-3L1-zx3XKO_G7KA4NSQ,3saG51hM2M14G5f-QwhGhg,4,0,0,0,15/10/2015 02:23
dYIqe7fsPocFBQI1GlYHpw,cHE55RzYwISQZdsQe5gzIw,3saG51hM2M14G5f-QwhGhg,4,0,0,0,30/08/2017 07:32
mx6hj9VrDRFphqC1BdbaRQ,CjhTdmN6qWEKC7Zo6qadow,3saG51hM2M14G5f-QwhGhg,4,3,0,2,13/11/2015 01:45
2Nj8kcALdy2OHJrxwCMiLw,CQRsMCTIWebX2TGqmbXaVA,3saG51hM2M14G5f-QwhGhg,5,0,0,0,13/11/2017 04:22
JSeQNgkM5wXoROA83GpT1A,ctXFXk9-m6PCMoI-Nz2_XQ,3saG51hM2M14G5f-QwhGhg,3,2,1,2,02/06/2015 01:58
OEzbTaWAFQYHc7puQEAlfA,ctXFXk9-m6PCMoI-Nz2_XQ,3saG51hM2M14G5f-QwhGhg,4,6,3,9,04/08/2015 03:26
XhS1iqIueqtfyLvRDclaag,CuYgNqu0unMxVaq0ST8TSg,3saG51hM2M14G5f-QwhGhg,5,1,1,1,26/05/2014 05:23
yAe6kMmL38omlkoaJJxqDg,cwdPfWwkLkS0aJ7DKDK4bw,3saG51hM2M14G5f-QwhGhg,2,1,0,0,12/07/2015 05:02
afz2knbyt5WlBApyQrk98Q,cwueZl7VqnEiuY-c8CWaLQ,3saG51hM2M14G5f-QwhGhg,4,0,0,0,06/09/2016 03:28
RiPutgrdoIOISokWIXLPHg,czJJQVoO5YIfZ2Ktw2VcOg,3saG51hM2M14G5f-QwhGhg,4,1,0,0,03/04/2016 23:17
Knc_nuLMsBaxkNSz_5sCig,CzXw8HFp4snfM1taV6McWQ,3saG51hM2M14G5f-QwhGhg,5,0,0,0,07/10/2016 00:16
rt8pvMhe6AQ74RdfhWR_JA,d_TBs6J3twMy9GChqUEXkg,3saG51hM2M14G5f-QwhGhg,4,1,0,1,17/08/2013 20:35
Hfl3cW3s4f_E6bk7a0FbOQ,D2ljL5ejuqpa4f8fnZ1qjw,3saG51hM2M14G5f-QwhGhg,5,0,0,1,16/03/2014 05:04
VusHw7FiUVrR27KPU7c8XQ,dEk7mXM4npuDPmxrwPcEgQ,3saG51hM2M14G5f-QwhGhg,4,1,0,0,06/04/2014 00:27
-0fsNAfLRB5VVyp5HlZdIw,dIIKEfOgo0KqUfGQvGikPg,3saG51hM2M14G5f-QwhGhg,4,15,7,14,18/01/2016 20:58
fQeX_NsByfycsQVVfkQPaQ,dJO6dFIRdT5H8qTePW56Dw,3saG51hM2M14G5f-QwhGhg,5,0,0,0,19/04/2015 02:55
8sfAN1Y1YrL_Dq_S9aw2_w,DLopWRpBsjruLqkHEjM71w,3saG51hM2M14G5f-QwhGhg,3,0,0,0,12/06/2015 06:18
vuqZOBkIrC6IGPDJzRmJVw,dOqn-L7-nxWGAOuQZlNpwg,3saG51hM2M14G5f-QwhGhg,2,0,0,0,06/02/2018 02:26
EdLf7neiCv549al1QOEAAA,DPJsO89jaPFSjWsTGAe0vw,3saG51hM2M14G5f-QwhGhg,5,1,1,1,05/06/2016 07:20
YDNXzsOI7QwlawsJiVS8-g,e8vjMSgxK2JqUzQ7EgSmpw,3saG51hM2M14G5f-QwhGhg,4,0,0,0,30/10/2015 07:08
itfx1KCNH1WcATvm3-YdQA,eB8XkwsgL1jjdpfmJBUcoQ,3saG51hM2M14G5f-QwhGhg,5,0,0,0,12/08/2016 16:58
gkVJufyVWWgMX9CAXQwNZw,eBytDMXhIcjfcCfXgL4pgQ,3saG51hM2M14G5f-QwhGhg,3,0,0,0,27/04/2016 05:10
OZVXg69CL1J09_FZfPr49Q,eD1vjPv3dMT9XUHWIL0eHQ,3saG51hM2M14G5f-QwhGhg,5,1,0,0,01/02/2016 18:41
TvCj7fT7OyTCMMmahsUkLQ,ErjKPadkNzahQiFg4L8pzQ,3saG51hM2M14G5f-QwhGhg,5,0,0,0,11/03/2017 07:40
V1YagZ40Mxt_3ARLDl05fw,f__9p6lo6hmwnAEh3yorsQ,3saG51hM2M14G5f-QwhGhg,4,58,25,58,20/10/2017 15:11
BuCG_TOm2dYXjRdu0y9OFw,f2fARVF59BhR0FbWO8nrXw,3saG51hM2M14G5f-QwhGhg,5,0,0,0,30/07/2014 20:04
tzr2w78hJiuINf_tjl0R_A,fDhyX6_YcHm2myj2RLATOw,3saG51hM2M14G5f-QwhGhg,5,0,0,0,31/03/2016 05:55
YgLOEbtogQp3UkeP11_38Q,f-Mnr5PQ5H2r4TwQPOdpLA,3saG51hM2M14G5f-QwhGhg,5,0,0,0,18/10/2017 16:57
Tnnf3VC4LMPBux7Q1EUhKw,fT-2znDqidFvpeuzblEXVg,3saG51hM2M14G5f-QwhGhg,4,0,0,0,17/10/2015 04:14
5yezRC-sz2QJMN54QfGx5A,FtPQaG1_FPquhtGaB0S3qA,3saG51hM2M14G5f-QwhGhg,5,0,0,0,22/03/2017 05:06
