business_id,name,city,state,postal_code,latitude,longitude,stars,review_count,is_open
4RuvMdSMADjX7z1moEPpNQ,"Michael Mahl, MD",Chandler,AZ,85224,33.308013,-111.859946,4,5,0
4wHiDJ38_zXEqPIAvF32-A,Kursten Ann Hair & Makeup,Scottsdale,AZ,85251,33.48222669,-111.9093162,5,29,1
4X2wKGRvcHpkLZDL0IBU7Q,Topline Foods,Phoenix,AZ,85027,33.696442,-112.10747,4.5,10,0
4zI9OsL8hY1FqVKRlU2bgA,High Sonoran Desert Painting,Phoenix,AZ,85048,33.30457,-112.015718,5,55,1
4ZJ015UEEbQ1EucZ6zkqKw,Ryno's BBQ,Gilbert,AZ,85295,33.3067786,-111.721472,3.5,16,0
50j2toP-qE0DgN1kSpF6WA,CSI Home Inspections,Phoenix,AZ,85254,33.6071829,-111.9403254,4.5,6,1
52C6L3kbcvMO7apMEG0l2g,MasterCraft Garage Door Service,Gilbert,AZ,85233,33.3519301,-111.8210866,4.5,106,1
53BM9Ectl8EJonBBjUX5Hg,Waterstone Mortgage,Phoenix,AZ,85018,33.5120064,-111.9961322,3.5,3,1
53BNC_RT-t54goHRg3U0dQ,Vogue Recovery Center,Phoenix,AZ,85016,33.5106684,-112.029752,4,4,1
55Qa10bDsz3e_mrvQyi-Gw,Stein Mart,Chandler,AZ,85286,33.265088,-111.856088,3,8,1
59ctJjdmere6Yh9pk-gX8w,Sam's Market & Liquor,Scottsdale,AZ,85257,33.4663854,-111.8934221,3.5,14,1
5A6-vfbdNqOv9FEthXfzJg,Discount Locksmith,Phoenix,AZ,85032,33.6210577,-112.0299849,4,4,1
5dyUaOz-7vHPksnLQmO2hw,Supercuts,Chandler,AZ,85248,33.251485,-111.840672,2.5,13,1
5FlAzFhol1DBwo4HK4OtSw,Coon Bluff,Mesa,AZ,85215,33.54581883,-111.638604,4,5,1
5GdbRZ9g5CzuIxxkHmZgBQ,AES Home Improvements,Mesa,AZ,85208,33.4048033,-111.6035867,4,7,1
5KYeHYeaFZLRO9BldWPa0w,Vitality Fitness Calgary,Calgary,AB,T2H 0L9,50.985117,-114.070655,2.5,3,1
5MTjdMWCubDTZ9q3baYY2w,Byron's Plumbing,Calgary,AB,T2G 3Z7,51.0216205,-114.0574635,3,4,1
5MV7wvwTtObPeKSS8elYvw,Dhl Worldwide,Tempe,AZ,85281,33.4423827,-111.9528327,1,6,1
5qSQYBLQzAofCluoMH2_BA,Northwest Endodontics,Peoria,AZ,85381,33.6108996,-112.230438,5,4,1
5smucUXKMJOzeWAQqSDzgA,Cornerstone Christian Fellowship,Chandler,AZ,85286,33.2830145,-111.8572023,4,46,1
5sTFevXhGx01eLT4wF7Urg,Tanzy,Scottsdale,AZ,85254,33.62442493,-111.9238117,3.5,376,1
5TFiZOGlhyYdZ5U67QWReA,Starbucks,Phoenix,AZ,85023,33.611566,-112.099131,3.5,34,1
5UBBvRn8Id3a_5HL_KnVIQ,Charming Nails And Spa,Phoenix,AZ,85016,33.4940892,-112.0145176,5,12,1
5Uz3tGJ-v0FJkpMFYME9Kw,InnPlace Hotel,Phoenix,AZ,85051,33.5793892,-112.1195513,2.5,9,0
5vdIIj05D38EnRr-L4rS8Q,Jackson Hewitt Tax Service,Tempe,AZ,85283,33.378159,-111.951462,3.5,3,1
5XRilKKaGQ89TYA4kbEHTw,American Vision Windows,Mesa,AZ,85202,33.4081811,-111.8802406,4,59,1
6_OZAAjK8UMdJbZsA5c_0w,Johnson Fitness & Wellness,Phoenix,AZ,85028,33.582972,-111.976465,2.5,3,1
61bOz7ns1xUE6HaU6a4TZQ,Elixir Fine Tea,Calgary,AB,T2N 3P8,51.0525315,-114.0913887,5,3,0
6a63cLJVCYR6YMc1RmsUSg,Safeway,Phoenix,AZ,85032,33.624444,-111.978963,3,20,1
6Aedl3BvzqbXn6dcjjIdhQ,Freshii,Calgary,AB,T2J 0P6,50.9656607,-114.074168,3.5,5,1
6AHFkjI_ik9LDbNMoCtNHA,Express Pass Air,Glendale,AZ,85308,33.670155,-112.183107,1,3,1
6c4AW8WTpTA_xZYOrJx3Eg,KFC,Phoenix,AZ,85044,33.3054,-112,1.5,50,1
6dyBgHjHelgb3ujJp1dCUQ,Panago Pizza,Calgary,AB,T3G 4J8,51.12686827,-114.2001147,3.5,10,1
6fhtcLZKxZiatChDbvL-bA,Moon Korean BBQ,Calgary,AB,T2X 1N4,50.91404913,-114.0639156,3.5,20,0
6G0wV2-ONM-YyaDKRB9BTw,Amherst Plaza Animal Hospital,Phoenix,AZ,85053,33.6256157,-112.1339898,5,7,1
6G8lspClnW9ayfLuHNT1kg,All American Arborist,Peoria,AZ,85383,33.7868136,-112.28609,5,4,1
6hU8BcneJMf4KPO_A4ARfQ,Karen's Pawsome Pet Care,Scottsdale,AZ,85254,33.6071829,-111.9403254,5,7,1
6JIB1dfQYNe1Y9Cvz5Vdtw,"Mehdi K. Mazaheri, MD",Scottsdale,AZ,85250,33.5202154,-111.9248153,4.5,10,1
6JKGSFvTKfBhnwJ-gBKw5A,Phoenix Puzzle Room,Phoenix,AZ,85004,33.4495391,-112.0738275,4.5,46,0
6o50aaRNo7X559y-SAtnXQ,Shamrock Foodservice Warehouse,Phoenix,AZ,85015,33.49620117,-112.1120784,4.5,8,1
6QvECMhREePTl2mgaJwOSQ,Firehouse Subs,Chandler,AZ,85226,33.30584098,-111.9462968,3,30,1
6Uf3RcK16NZeTxYTHXAD-Q,Magnum's Cigars Wine & Liquor,Phoenix,AZ,85024,33.6535259,-112.0642482,4,141,1
6wJ4D0FGm8t9EyNh77xysQ,Oakridge Apartment Homes,Phoenix,AZ,85053,33.6267572,-112.1305703,1.5,8,1
6Zk5F7fsTr8n2CJTlaxHlw,BevMo,Phoenix,AZ,85085,33.71445212,-112.1104994,3.5,54,1
7_SW-4a1s6H5AvvQkfo6Ng,New Way Collision,Phoenix,AZ,85034,33.427445,-112.0552288,5,3,1
75fFpZlOe__9wfUiAXYafQ,T&T Supermarket,Calgary,AB,T3K 0B3,51.14041676,-114.0686184,3.5,19,1
76I2Wb6yzzwpiAs4Z8fpCw,Los Altos Ranch Market,Glendale,AZ,85303,33.5107201,-112.2041144,3,5,1
76phOdww5kJEJUaI8aAB1g,Dwell Inspect Arizona,Phoenix,AZ,85020,33.5391204,-112.0477923,5,24,1
77slEabsN09LvSL5-u5Lcw,Cam The HandyMan,Surprise,AZ,85388,33.6199862,-112.3751814,3.5,3,1
79t_quk0Jxi1koZg6q19AQ,Arizona School of Real Estate & Business,Glendale,AZ,85308,33.6474,-112.2363991,4.5,23,1
7k-dfkbo4DNUxy1BYZqXeA,Air America Inc,Peoria,AZ,85345,33.571331,-112.206513,3.5,3,1
7N0q1252OERADpbdAiyVSg,Cellphone 911,Tempe,AZ,85282,33.3817811,-111.92407,5,34,1
7nNtjlWDnj0YI80I8gjbdQ,Dignity Bail Bonds,Phoenix,AZ,85004,33.4485432,-112.0741577,4,11,1
7Ny2GHLw8xl_kXfhfrvh5w,BLD Chandler,Chandler,AZ,85286,33.2770025,-111.8753357,3.5,662,1
-7q9m5IByOBdFUZe0qXY2Q,Dignity Health AZ General Hospital Emergency Room-Mesa,Mesa,AZ,85205,33.4491515,-111.6835088,2.5,31,1
7RZ7YOH-m6fiLa559W4Mgg,ProTech Spa Service,Phoenix,AZ,85064,33.5098061,-112.0388006,5,6,1
7ScUrP_qnSmFpzcg70vsRw,Paladin Roofing,Glendale,AZ,85301,33.545658,-112.196953,2.5,3,0
7Tg0iSeowwaz4os0cy4-8A,Armand's Piano and Furniture Restoration,Mesa,AZ,85210,33.394723,-111.824881,4.5,6,1
7V7zEk69lVzWhY-iCK6X8Q,North Scottsdale Nursery and Cactus,Scottsdale,AZ,85255,33.716347,-111.9247459,3,25,1
7WZz6pi9S_o1u584KMFiVg,Vitalant - Glendale,Glendale,AZ,85224,33.653451,-112.184843,4.5,14,1
7Yi6_EvLFg4mjrWjfjQGtg,Venkatesh K S MD,Gilbert,AZ,85234,33.3778004,-111.7842896,5,3,1
7yJmPDB9SjpQrvN_ZoIylw,Great Clips,Mesa,AZ,85202,33.36336899,-111.8761444,3,22,1
-7ZjpebPJPYsAkOCDAZ-Sw,Mattress Firm Silverstone,Scottsdale,AZ,85255,33.69721742,-111.9246729,5,5,1
805_QIlloiLYzBjmirJV8w,Ascending Koi Tattoo & Apparel,Calgary,AB,T3E 8L1,51.0662329,-114.0560224,4.5,3,1
89o4F_z8W7U8jk_JVHOnJQ,Dizzy's Sports Pub,Phoenix,AZ,85020,33.54023216,-112.0648813,4,13,0
8BGGFZNk4CrlbAeAaI2Dpg,Shea Nails,Scottsdale,AZ,85260,33.5835659,-111.8835521,3.5,47,0
8lW5yOP_og6LpO8JuS9hOg,T & C Auto Service,Phoenix,AZ,85027,33.6829046,-112.0848039,4.5,3,1
8LYul-0GwtmoYOoXX1fpwg,Valentina's Bridal & Tailors,Phoenix,AZ,85016,33.5318669,-112.047759,5,87,1
8mCAtENbziukrLonPKD9DA,Comikaze and Toys,Goodyear,AZ,85395,33.4654721,-112.3560366,4.5,76,0
8MTzWi0aJw4EXg2MfSSmCQ,Desert Ridge Marketplace,Phoenix,AZ,85050,33.67429783,-111.9757042,3.5,124,1
8nISCgaCY3pNLd8ePEpqdg,H&R Block,Chandler,AZ,85248,33.23433974,-111.8605694,3.5,3,1
8SCjEgXB0kNTmOTwRjpFuA,Pure Fitness,Phoenix,AZ,85051,33.5550291,-112.1323809,2,4,1
8SNmioEF_5XG6GKg-uZSqA,Massage Scapes,Fountain Hills,AZ,85268,33.605101,-111.71965,4,4,0
8VdKgmX45uPFW4Ltty1tCQ,Electronic Wizards,Surprise,AZ,85379,33.6071869,-112.3933836,4,4,1
8w6x4zcBVfJpUvqBf94hAw,Salon Centric,Phoenix,AZ,85037,33.5079828,-112.2756117,4,3,1
9_2rMvDb4yhN85kHJhIp9g,Top Dog Grooming,Mesa,AZ,85203,33.4358654,-111.8157301,4,29,1
905y4M-RFgL2TiSsaKGxzg,Good Earth Cafe,Calgary,AB,T2P 4R5,51.0525738,-114.0683471,2.5,11,1
90bL34o2KEes9pUnCOm7pQ,The Gladly,Phoenix,AZ,85016,33.508931,-112.034109,4.5,751,1
93cMKsDODg9iCXVAON2JXw,Rolfs Salon at Arrowhead,Glendale,AZ,85308,33.6665235,-112.2030908,4,37,1
93-PZY0JfAoj9uP2oOC4Ew,Los Chilitos,Calgary,AB,T2H 1C3,50.985765,-114.0512,3.5,18,1
9BPWBmDOS6w6nyu5-6JRjg,Calgary Scrap Auto Removal,Calgary,AB,T1Y,51.0844355,-113.9546185,1,3,1
9F51_DuFa3PTYWm8nO3Pdw,Le Chateau,Calgary,AB,T2H 0K3,50.9978823,-114.0740046,3.5,3,1
9fwbxvLXrkkGANMkqE3LUw,WinCo Foods,Mesa,AZ,85206,33.39319051,-111.6832412,3,13,1
9hLoRFQ993aZ9kZZ2RXiIg,Cheap Fast Towing,Gilbert,AZ,85233,33.363862,-111.803933,1,4,1
9LdvD5AzftSghCUKVkKirQ,Bell Tower Liquors,Glendale,AZ,85308,33.6390409,-112.1960122,4.5,6,1
9ls7evtzO9aaj0wnv-GD4A,Party People,Phoenix,AZ,85014,33.5214953,-112.0653728,4,25,1
9MLkFUNj7s1DnkGDv4DjyQ,AZ Master Barbers,Phoenix,AZ,85008,33.4736745,-111.9862587,5,15,1
9TrpkS_SUABoVl6aWfVmug,Aloft Phoenix-Airport,Phoenix,AZ,85034,33.4485807,-111.985924,3.5,172,1
9WuE4W8bEcVX9ZDn1PygfA,SteakenBurger / Long Wongs Wings,Phoenix,AZ,85021,33.5672292,-112.1034416,3.5,72,0
9YpGTKPQQlwNdrs_WijYdg,Second Cup,Calgary,AB,T2G 2M2,51.046473,-114.057859,3,3,1
9Z-x5wu1_nYdwRSB0ZsNBw,Perfect Teeth,Tempe,AZ,85284,33.3479553,-111.9121462,2.5,6,0
a7xCeK3wGSb67WViFulgYg,Shoppers Supply,Chandler,AZ,85286,33.263243,-111.861722,4.5,37,1
aA0QGhem_q5GK54O7mtUlA,Chanel Molleo Beauty,Phoenix,AZ,85040,33.4040693,-112.029752,5,13,1
aaOMbuURuZKDCHhbsMN-yQ,Window Works,Chandler,AZ,85286,33.2664407,-111.8210866,5,6,1
abFjoHMHuq1tqZg2prgRUQ,Encanto 18 Hole Golf Course,Phoenix,AZ,85007,33.4783948,-112.0909983,3.5,18,1
AbLg3cISK4Wnw_UGy9EQDg,Massage on the Go!,Peoria,AZ,85345,33.56042609,-112.2942088,5,9,1
aBmuthrQ7yP8cnbgkxU5Ug,24th Street Pizza & Gyros,Phoenix,AZ,85016,33.4880275,-112.0299544,3,73,1
aByEXqPlzfOqXn0B5mH6Hg,4th Spot Kitchen & Bar,Calgary,AB,T2M 3A1,51.0758439,-114.071193,4,127,1
aCatlc0mma9X6ld1RB193Q,Crowfoot Panda Flowers,Calgary,AB,T3G 3T2,51.12788646,-114.1957861,2.5,7,1
ADk6zXVpXFK53vpGIcUMmQ,Eco Signs,Peoria,AZ,85382,33.6348639,-112.2425465,5,3,1
ADZ_-QjhTgUsadTegHABJQ,Appliance Specialists Service Company,Mesa,AZ,85284,33.4351249,-111.8151415,1,4,1
AF51nM-fjYjBVJRo6cR_Ow,Hampton Inn Phoenix-Midtown-Downtown Area,Phoenix,AZ,85013,33.482432,-112.0773985,4,56,1
AFQYw_mHympdWrtx7LZPmw,Arizona Performance Sports Medicine & Orthopadeics,Gilbert,AZ,85234,33.36576832,-111.7378054,3.5,3,1
AfrPdFZTyQAjnrM0nx9H2w,Sahara Sweet,Phoenix,AZ,85051,33.5540218,-112.1171303,5,4,1
AgSpqFG4bjvtn-bWChAsOQ,The Art House Gilbert,Gilbert,AZ,85234,33.3512484,-111.7899458,5,22,1
aGZPBbF5JqwbCu4aYXbHYQ,Restaurante Y Pupuseria Los 3 Hermanos,Phoenix,AZ,85015,33.50157475,-112.1002268,4,6,1
aiDttANJtta5fq7Xg2id7w,Phoenix Rod & Gun Club,Phoenix,AZ,85041,33.3558257,-112.0858562,3.5,10,1
AJfzsqkfo-Pdx--i0LrYuA,Spur Cross Bed and Breakfast,Cave Creek,AZ,85331,33.8253904,-111.9406962,4.5,11,1
AlFk8Yv3gSbEQh2llgvknQ,Bike Zone,Phoenix,AZ,85017,33.5370954,-112.1347547,3.5,7,1
alRjOUiiLPCWqE-F6MW9ew,Altitude Sixteen 75 by ConAm Management,Phoenix,AZ,85020,33.547051,-112.046143,3,25,1
An9XHX1IBZHad86Gt2rV0Q,Shell,Scottsdale,AZ,85255,33.70072044,-111.9247794,5,3,1
A-o8KeKl3oxQU6MywvjA7g,Officemax,Mesa,AZ,85204,33.3820746,-111.8029091,2.5,21,1
aomyg5nd8eU6Oy82-cqnHA,Wells Fargo Bank,Phoenix,AZ,85012,33.481544,-112.074192,2.5,10,1
apkBGVoLwgMU7_bqpdY_lg,Evolution Ink,Gilbert,AZ,85233,33.365662,-111.823784,5,3,1
AQIOTDvilau4lGdIp1_15w,Serenity Massage,Scottsdale,AZ,85260,33.6134664,-111.8643159,5,3,0
AQlnAVtrP1iCe7fDVc0Sww,Kaffir Lime Indonesia Grill,Calgary,AB,T2H 0M1,50.98435935,-114.0728722,4,22,0
Ar8psKX-74G7HM7n6U1xoA,Surprise Auto Repair,Surprise,AZ,85374,33.642388,-112.3456656,3,10,1
auhdhOiQJVm3fjeoEUnVqg,Glendale Glass,Glendale,AZ,85301,33.5401667,-112.1717804,5,4,1
AURnUbPPsd5NIwF7ZSoJkA,Arnold Churgin,Calgary,AB,T2J 3V1,50.9496888,-114.0614165,3.5,3,0
avvovydp5lhkVaFWN05doQ,Flavors of the West,Litchfield Park,AZ,85340,33.4929042,-112.3586706,4,3,1
axpxUVgNMNFHa5os4l-rSw,Amanda Enger,Mesa,AZ,85205,33.4235104,-111.6857754,3.5,3,1
azcg_x32Y3MUXevet_2ZFA,The Music Store,Mesa,AZ,85202,33.3790984,-111.8915099,4,21,1
aZnSqhKYKjvY3QrjS27MmA,Associated Cabs,Calgary,AB,T2E 2N4,51.0898322,-114.0570471,2,42,1
B1Bhti3_TaeF1Da2bjA4vA,Galleria Apartments,Glendale,AZ,85304,33.5833933,-112.189887,2.5,3,1
B1Ql4XqmPbHEKK75PcY1cA,RE/MAX Power Realty,Tempe,AZ,85284,33.3220931,-111.9295556,3.5,3,1
b1s8c1CTlHmLIlNGI9q-mQ,Donna's Bakery Cafe,Tempe,AZ,85284,33.349696,-111.94761,4,101,1
B4gPncqf6AQmn609_SiFgQ,Sienna Springs Dental,Gilbert,AZ,85296,33.30994925,-111.772012,5,16,1
B6Lja_ShYdicusIlEvaotQ,Carlson Creek Vineyard,Scottsdale,AZ,85251,33.4956701,-111.9291935,4.5,32,1
b83NNHvvWQk-DTTzs-3WLA,Which Wich,Phoenix,AZ,85028,33.583967,-111.978662,3.5,68,1
ba4sQdUchMmqXIHuvBAEjw,"Ashwin R Patel , MD",Phoenix,AZ,85015,33.5237496,-112.109413,3,8,1
BA78uJpCJUc7lYy0d6kznQ,Sono Bello,Scottsdale,AZ,85260,33.637365,-111.8821036,2,17,1
bAchTGTruElGvUDk9ujnTw,Jiffy Lube #2088,Phoenix,AZ,85020,33.5533673,-112.056137,3.5,31,1
bAWUBRp4xV9D4yemjKjNYA,Chehra The Waxing Studio,Calgary,AB,T3C 2E7,51.0460543,-114.1422686,5,3,1
bCm3qjmxCPXw-k8BTS-m7A,Nordstrom Rack Arrowhead Crossing,Peoria,AZ,85382,33.63710962,-112.2211602,3,51,1
bdVxctBQ---wJjeFah4zbQ,"Your Family Dentist, PC",Peoria,AZ,85381,33.5961334,-112.23981,2,4,1
BDZGYuwUamAk2pE_PbBO-w,Papa John's Pizza,Goodyear,AZ,85395,33.473213,-112.391764,2,23,1
BEc3HRXw8xSEL2C6e47jRQ,Sheraton Grand at Wild Horse Pass,Phoenix,AZ,85226,33.2665198,-111.99188,3.5,224,1
